id,user_name,latitude,longitude,scientific_name,common_name,field:dieback percent,field:optional - signs of sap sucker feeding?,field:optional - what 'other factors' were observed?,field:tree health condition,field:tree number,field:tree diameter,field:tree canopy symptoms - wrc - simplified,field:most prevalent understory species,field:are baby redcedar trees present within sight?
301020646,Ray Lepore,47.3181922961,-122.5433405188,Thuja plicata,western redcedar,0,No,No selection,Fair,594,14.7,Thinning Canopy,Sword ferns,No
301021277,,47.318123104,-122.5437264352,Thuja plicata,western redcedar,0,No,No selection,Good,955,14.2,Healthy,"Fern, Huckelberry",Yes
301024691,,47.3179096884,-122.543717587,Thuja plicata,western redcedar,0,No,No selection,Good,957,5.6,Healthy,"Ferns, Salal",Yes
301025705,Ray Lepore,47.318283557,-122.5433562046,Thuja plicata,western redcedar,0,No,No selection,Good,595,13.8,Healthy,Evergreen huckleberry,No
301026043,Ray Lepore,47.3178963015,-122.5437436728,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,596,7.2,Healthy,"Salal, sword ferns",No
301026385,,47.3179194844,-122.5443720891,Thuja plicata,western redcedar,0,No,No selection,Good,956,46.7,Healthy,"Evergreen Huckelberry, Salal, ferns",No
301029757,,47.3179755163,-122.5443491911,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,954,37,Thinning Canopy,"Salal, evergreen Huckelberry, ferns",No
301032098,,47.3180142442,-122.5445271127,Thuja plicata,western redcedar,0,No,Mechanical damage or fire scars,Fair,958,37,Healthy,Ferns,No
301033266,,47.3178763164,-122.5446497153,Thuja plicata,western redcedar,0,No,No selection,Good,959,10.5,Healthy,Ferns,No
301036561,Ray Lepore,47.3178926079,-122.5443568436,Thuja plicata,western redcedar,0,No,No selection,Good,597,27.9,Healthy,"Evergreen huckleberry, sword ferns",No Selection
301038065,,47.316049852,-122.5441059515,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,963,14.8,Healthy,"Sword ferns, evergreen Huckelberry",No
301038529,Ray Lepore,47.3179477253,-122.5446082187,Thuja plicata,western redcedar,0,No,No selection,Good,598,24.2,Other (please describe in Notes),Sword ferns,No
301061759,,47.3161247872,-122.5436227547,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,962,37.2,Thinning Canopy,"Evergreen Huckelberry, sword ferns, Salal",No
301066110,Ray Lepore,47.3161579868,-122.5441456567,Thuja plicata,western redcedar,0,No,No selection,Good,600,48.3,Healthy,"Evergreen huckleberry, sword ferns, Oregon grape",No
301066206,Ray Lepore,47.3165756139,-122.5438423132,Thuja plicata,western redcedar,0,No,No selection,Good,961,44.4,Healthy,"Sword and bracken ferns, salal, evergreen huckleberry",No
301122809,Margaret Pratt,47.3180336946,-122.5436576679,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,592,11.6,Healthy,none,No
301122903,Margaret Pratt,47.3181652933,-122.5436165724,Thuja plicata,western redcedar,0,No,No selection,Good,591,6.9,Healthy,none,Yes
301122931,Margaret Pratt,47.318123416,-122.5435435263,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,590,7.8,Healthy,trailing blackberry,No
301122981,Margaret Pratt,47.3178704822,-122.5441966445,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,589,42.9,Healthy,"sword fern, salal, holly, trailing blackberry",No
301123039,Margaret Pratt,47.317980745,-122.5443433045,Thuja plicata,western redcedar,0,No,No selection,Good,588,39.6,Healthy,"sword fern, trailing blackberry, evergreen huckleberry, holly",No
301123089,Margaret Pratt,47.3179608817,-122.5443588664,Thuja plicata,western redcedar,0,No,No selection,Good,587,18.8,Healthy,sword fern,No
301123177,Margaret Pratt,47.3162280842,-122.5440880404,Thuja plicata,western redcedar,0,No,No selection,Good,599,10.8,Healthy,"bracken, sword fern, salal",Yes
301123239,Margaret Pratt,47.316253259,-122.5435495668,Thuja plicata,western redcedar,0,No,No selection,Good,960,50.5,Healthy,"salal, sword fern, evergreen huckleberry, beaked hazelnut",No
301906274,,47.30720212,-122.5351996737,Thuja plicata,western redcedar,0,No,No selection,Good,798,9.3,Healthy,Salal and sword fern,No
301907190,Ray Lepore,47.3072914582,-122.5353877372,Thuja plicata,western redcedar,0,No,No selection,Good,392,11.1,Other (please describe in Notes),"Salal, trailing blackberry, sword and bracken ferns, salmonberry",No
301907542,,47.3072452858,-122.5352796418,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,393,9.5,Thinning Canopy,salmon berry and trailing blackberry,No
301913679,Ray Lepore,47.307658557,-122.5359850926,Thuja plicata,western redcedar,0,No,No selection,Good,394,6.3,Healthy,Sword ferns,Yes
301914902,,47.3077679848,-122.5361606969,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,395,12.8,Healthy,"Western starflower, salal, sword fern, and bracken fern",No
301915474,,47.3077821038,-122.536263962,Thuja plicata,western redcedar,0,No,No selection,Good,791,10.6,Healthy,Salal,No
301915638,Ray Lepore,47.3077189311,-122.5362722263,Thuja plicata,western redcedar,0,No,No selection,Good,396,8.5,Healthy,"Western starflower, red huckleberry",No
301917710,,47.3079679846,-122.5363641402,Thuja plicata,western redcedar,0,No,No selection,Good,793,10.8,Healthy,None,No
301919652,,47.3081456976,-122.5361901117,Thuja plicata,western redcedar,0,No,No selection,Good,794,12.6,Healthy,None,No
301921368,,47.3079274267,-122.5364745011,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,398,13,Healthy,"bracken fern, sword fern, western starflower, and Himalayan blackberry",Yes
301922316,,47.3083129736,-122.5366660059,Thuja plicata,western redcedar,0,No,No selection,Good,795,8.7,Healthy,Baby cedars,Yes
301922955,Ray Lepore,47.3078033204,-122.5361981008,Thuja plicata,western redcedar,0,No,No selection,Good,397,12.3,Healthy,"Oregon grape, evergreen huckleberry, western starflower, salal, trailing blackberry",No
301922985,,47.3079216377,-122.5362768024,Thuja plicata,western redcedar,0,No,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Good,399,9.5,Healthy,Sword fern and western starflower,Yes
301926077,,47.3087917164,-122.537458921,Thuja plicata,western redcedar,0,No,No selection,Good,1001,22.7,Healthy,Huckleberry,No
301933154,Ray Lepore,47.3075608132,-122.5362596624,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,792,18.6,Healthy,None,Yes
301933199,Ray Lepore,47.3084229084,-122.5369314861,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,400,9.6,Healthy,Salal,No
